,Class,I0,PA500,HFS,DA,Area,A/DA,Max IP,DR,P
58,4,250.0,0.087091929674517,0.0928515162060982,29.63751028562832,180.76124375750425,6.099069794170872,26.14209747314453,13.963263231861449,280.12290642627005
62,4,178.0,0.1495747168959141,0.0991347015132778,40.290620975687965,474.40469929956487,11.77456906374882,25.920827865600582,30.845499265748742,209.180737913068
65,4,502.0,0.0652753140245879,0.0279252680319092,53.23943299317195,834.2727305445475,15.670203149074563,33.33114242553711,41.51472223648847,544.0394144713341
67,4,145.0,0.1176351915844178,0.1103048087260417,21.218942128802247,82.45556156476012,3.885941205939587,20.30308151245117,6.166715189880904,162.51092721718882
69,4,103.0,0.1581268302306862,0.2918190509334518,23.754811343994387,78.25847372490333,3.294426236084943,22.3236026763916,8.120826029071665,124.97856100532223
72,2,1084.2470372214843,0.0734783615089612,0.0,191.8979532326703,2937.971544522535,15.31007233287338,66.56362915039062,179.98363134965507,1064.1038276398706
74,2,1500.0,0.0565486677646162,0.0502654824574366,375.0966032872892,4759.454546387733,12.688610093177603,78.44597625732422,366.8019778992207,1336.1585337698398
76,2,650.0,0.0410152374218667,0.1452113937659282,216.8113304442732,427.5340678903027,1.9719175516068856,33.76516342163086,214.1659795453968,528.699233251062
78,2,1461.750342433137,0.0408407044966673,0.0495673507566389,391.8460234008006,5574.002819966082,14.224982485696174,57.23147964477539,387.6439908582581,1428.8399755133669
79,2,1496.7360544463122,0.1038470904936625,0.0823795406941324,640.2759503982475,11071.99779766633,17.292540490986145,108.28691864013672,631.0524821080445,1178.2742775089662
82,2,1647.939811158628,0.0809832772925368,0.0865683308989187,576.770376368505,11852.485063425504,20.549746569946613,111.4359130859375,565.9029104183301,1402.877737475804
83,2,1535.8507395876754,0.0884881930761125,0.0041887902047862,637.3496743713856,10814.050168307534,16.967216903300958,96.6103973388672,632.1651151578164,1197.762150036881
85,0,1800.0,0.0342084533390888,0.0425860337486616,301.06035089886944,4406.154331310856,14.635452055229113,67.62532806396484,293.3669201064861,1742.375701688624
87,0,1666.148785564084,0.0123918376891597,0.058451473742309,72.93105029428075,1402.231664958375,19.2268129870651,51.854766845703125,58.59576295096053,1746.5775035735142
88,0,1700.0,0.0439822971502571,0.1051268013693325,120.65300963627143,12331.10309437414,102.20302942751532,120.2973175048828,-9.257696463932689,2212.1781964656434
89,0,1949.1181546752607,0.0517983105451823,0.0165006889625861,170.33149485281933,3212.07705467434,18.857798773208927,101.45584869384766,136.81932859248377,1941.367383186333
93,0,1900.0,0.054454272662223,0.1137954672300303,272.6180288704935,7481.593469854428,27.443502180879385,138.35926818847656,234.8984958066403,1924.5178953496213
95,0,1850.0,0.0733038285837618,0.2254965393576675,325.1915422641871,8644.984236638335,26.584283762260675,208.739974975586,249.3534862595029,1908.177238664954
96,0,1650.0,0.0476474885794451,0.0432841654494594,274.4261774961798,5824.895191578084,21.22572724192528,81.23957061767578,262.12565587732274,1603.0703476206766
97,0,2800.0,0.0830776723949301,0.1843067690106012,583.2592574833741,31388.6528822211,53.8159531623308,298.5829772949219,501.0384943821532,2896.582483303532
99,0,2400.0,0.0841248699461267,0.2206096174520832,596.0419555113573,37939.2555708483,63.65198828713222,261.3481750488281,535.689408568709,2447.772353476418
101,0,2000.0,0.1069886831472523,0.1054178868204576,520.2226492051547,40087.92098376647,77.05916119764602,204.09034729003903,478.51722316150745,2088.648870169277
104,0,2300.0,0.0450294947014537,0.1368338133563554,185.44604371679995,5086.292497170343,27.42734433816107,178.69174194335938,49.59329022395968,2480.5921511319984
